Unnamed: 0,date,content
0,313,"standard syntax의 dictionary, for, while 구문"
0,314,"pandas lib의 series, DataFrame 구문"
0,320,"numpy lib, matplotlib.pyplot lib 구문"
0,321,folium lib 구문
0,327,대단원 평가
0,328,"median, average, mode, quantile 구하기"
0,403,"variance, standard deviation, graph 구하기"
0,404,Linear Regression과 최소 제곱법을 이용한 최적의 직선 구하기
0,410,Model의 성능 지표 구하고 예측하기
0,417,대단원 평가
0,418,인공지능이란 무엇인지에 관하여
0,423,단일 선형회귀와 다중 선형회귀 구문
0,424,N/A
0,502,로지스틱 회귀와 이진 분류 구문
